objectid,title,description,date,date is approximate,subject,campus_location,buildingid,latitude,longitude,donor,source,identifier,id number,photo number,building number,rights,rightsstatement,format_original,type,format,cdmid,display_template,filename,object_location,image_small,image_thumb
campus03045,"MacLean Field, University of Idaho. [98-1]",1920 photograph of MacLean Field. Houses to the right.,1920,y,athletic fields; buildings; trees; football fields,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-01,19882,1,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,270,image,campus03045.jpg,https://objects.lib.uidaho.edu/campus/campus03045.jpg,https://objects.lib.uidaho.edu/campus/small/campus03045_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03045_th.jpg
campus03046,"MacLean Field, University of Idaho. [98-2]",1936 photograph of MacLean Field. Administration Building in the background.,1936,y,athletic fields; campuses; buildings; grandstands,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-02,19883,2,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x6.5 black and white screened print,Image;StillImage,image/jpeg,271,image,campus03046.jpg,https://objects.lib.uidaho.edu/campus/campus03046.jpg,https://objects.lib.uidaho.edu/campus/small/campus03046_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03046_th.jpg
campus03047,"MacLean Field, University of Idaho. Football practice. [98-3]",1922 photograph of MacLean Field. Student athletes on field.,1922,,athletic fields; campuses; buildings; students; athletes,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-03,19884,3,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,273,image,campus03047.jpg,https://objects.lib.uidaho.edu/campus/campus03047.jpg,https://objects.lib.uidaho.edu/campus/small/campus03047_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03047_th.jpg
campus03048,"MacLean Field, University of Idaho. Football practice. [98-4]",1923 photograph of MacLean Field. Charlie Erb and Stew Beam coaching students.,1923,y,athletic fields; football (sports); athletes; students,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-04,19885,4,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white print,Image;StillImage,image/jpeg,274,image,campus03048.jpg,https://objects.lib.uidaho.edu/campus/campus03048.jpg,https://objects.lib.uidaho.edu/campus/small/campus03048_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03048_th.jpg
campus03049,"MacLean Field, University of Idaho. Football practice. [98-5]",1923 photograph of MacLean Field. Student athletes on field.,1923,y,athletic fields; football (sports); athletes; students; water towers,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-05,19886,5,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x5.5 black and white print,Image;StillImage,image/jpeg,275,image,campus03049.jpg,https://objects.lib.uidaho.edu/campus/campus03049.jpg,https://objects.lib.uidaho.edu/campus/small/campus03049_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03049_th.jpg
campus03050,"MacLean Field, University of Idaho. Football practice. [98-6]",1923 photograph of MacLean Field. Administration Building in background. Charlie Erb coaching student athletes.,1923,y,athletic fields; football (sports); athletes; students; buildings,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-06,19887,6,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white print,Image;StillImage,image/jpeg,276,image,campus03050.jpg,https://objects.lib.uidaho.edu/campus/campus03050.jpg,https://objects.lib.uidaho.edu/campus/small/campus03050_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03050_th.jpg
campus03051,"MacLean Field, University of Idaho. Football practice. [98-7]",1923 photograph of MacLean Field. Student athletes on field.,1923,y,athletic fields; football (sports); athletes; buildings; students; automobiles; grandstands,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-07,19888,7,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,278,image,campus03051.jpg,https://objects.lib.uidaho.edu/campus/campus03051.jpg,https://objects.lib.uidaho.edu/campus/small/campus03051_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03051_th.jpg
campus03052,"MacLean Field, University of Idaho. Baseball game. [98-8]","1923 photograph of MacLean Field. Baseball game in foreground, Administration Building in background.",1923,y,athletic fields; baseball (sports); athletes; students; grandstands; buildings,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-08,19889,8,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x5 black and white print,Image;StillImage,image/jpeg,277,image,campus03052.jpg,https://objects.lib.uidaho.edu/campus/campus03052.jpg,https://objects.lib.uidaho.edu/campus/small/campus03052_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03052_th.jpg
campus03053,"MacLean Field, University of Idaho. Arboretum. [98-9]",1930 photograph of MacLean Field. Photograph taken from Administration Building.,1930,y,athletic fields; buildings; campuses; trees,MacLean Field,macleanfield,46.72569,-117.012956,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_098-09,19850,9,98,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,9x12 black and white print,Image;StillImage,image/jpeg,279,image,campus03053.jpg,https://objects.lib.uidaho.edu/campus/campus03053.jpg,https://objects.lib.uidaho.edu/campus/small/campus03053_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03053_th.jpg
campus03054,"Spanish American War Memorial, University of Idaho. Winter scene. [99-1]",1924 photograph of Spanish American War Memorial. Snow covers the scene.,1924,,campuses; snow (precipitation); statues; trees; winter,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-01,19851,1,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,143,image,campus03054.jpg,https://objects.lib.uidaho.edu/campus/campus03054.jpg,https://objects.lib.uidaho.edu/campus/small/campus03054_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03054_th.jpg
campus03055,"Spanish American War Memorial, University of Idaho. [99-10]",1900 photograph of Spanish American War Memorial.,1900,y,campuses; statues,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-10,19860,10,99,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://creativecommons.org/publicdomain/mark/1.0/,"3x6.5 black and white print, mounted on card",Image;StillImage,image/jpeg,152,image,campus03055.jpg,https://objects.lib.uidaho.edu/campus/campus03055.jpg,https://objects.lib.uidaho.edu/campus/small/campus03055_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03055_th.jpg
campus03056,"Spanish American War Memorial, University of Idaho. [99-11]",1920 photograph of Spanish American War Memorial. Trees in background.,1920,y,campuses; statues; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-11,19861,11,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,153,image,campus03056.jpg,https://objects.lib.uidaho.edu/campus/campus03056.jpg,https://objects.lib.uidaho.edu/campus/small/campus03056_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03056_th.jpg
campus03057,"Spanish American War Memorial, University of Idaho. Winter scene. [99-13]",1920 photograph of Spanish American War Memorial. Statue is surrounded by snow covered trees. Donor: Publications Dept..,1920,y,campuses; snow (precipitation); statues; winter; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,Publications Dept.,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-13,19863,13,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6.5x7 black and white print,Image;StillImage,image/jpeg,157,image,campus03057.jpg,https://objects.lib.uidaho.edu/campus/campus03057.jpg,https://objects.lib.uidaho.edu/campus/small/campus03057_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03057_th.jpg
campus03058,"Spanish American War Memorial, University of Idaho. [99-14]","1940 photograph of the Spanish American War Memorial. Cannon in foreground, holiday lights on tree in background.",1940,y,night photography; statues; cannons (artillery); snow (precipitation); winter; Christmas trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-14,19864,14,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6.5x7 black and white print,Image;StillImage,image/jpeg,156,image,campus03058.jpg,https://objects.lib.uidaho.edu/campus/campus03058.jpg,https://objects.lib.uidaho.edu/campus/small/campus03058_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03058_th.jpg
campus03059,"Spanish American War Memorial, University of Idaho. [99-15]",1915 photograph of the Spanish American War Memorial. Trees in background. Donor: U of I Alumni Office.,1915,y,statues; trees; campuses,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,U of I Alumni Office,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-15,31526,15,99,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.75 black and white print,Image;StillImage,image/jpeg,158,image,campus03059.jpg,https://objects.lib.uidaho.edu/campus/campus03059.jpg,https://objects.lib.uidaho.edu/campus/small/campus03059_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03059_th.jpg
campus03060,"Spanish American War Memorial, University of Idaho. [99-16]",1962 photograph of the Spanish American War Memorial. Trees in background. Donor: U of I Alumni Office.,1962,,statues; trees; campuses,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,U of I Alumni Office,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-16,31527,16,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5 color print,Image;StillImage,image/jpeg,160,image,campus03060.jpg,https://objects.lib.uidaho.edu/campus/campus03060.jpg,https://objects.lib.uidaho.edu/campus/small/campus03060_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03060_th.jpg
campus03061,Business Technology Incubator. [99-17a],1990 photograph of the Business Technology Incubator. Interior view of entrance.,1990,,entrances; interiors; buildings; desks,Business Technology Incubator,campuslandmarks,46.724479,-117.00235,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-17a,,17a,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpeg,159,image,campus03061.jpg,https://objects.lib.uidaho.edu/campus/campus03061.jpg,https://objects.lib.uidaho.edu/campus/small/campus03061_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03061_th.jpg
campus03062,Business Technology Incubator. [99-17b],1990 photograph of the Business Technology Incubator. Exterior view of entrance.,1990,,entrances; buildings; campuses,Business Technology Incubator,campuslandmarks,46.724802,-117.002488,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-17b,,17b,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpeg,161,image,campus03062.jpg,https://objects.lib.uidaho.edu/campus/campus03062.jpg,https://objects.lib.uidaho.edu/campus/small/campus03062_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03062_th.jpg
campus03063,University Hut Post Office at Line Street and University Avenue. [99-18],"May 1, 1952 photograph of the University Hut Post Office at Line Street and University Avenue. Automobile in foreground. Donor: Gary Cox.",1952-05-01,y,buildings; fences; automobiles; post offices,University Hut Post Office At Line Street And University Avenue,campuslandmarks,46.727066,-117.011722,Gary Cox,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-18,51704,18,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpeg,162,image,campus03063.jpg,https://objects.lib.uidaho.edu/campus/campus03063.jpg,https://objects.lib.uidaho.edu/campus/small/campus03063_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03063_th.jpg
campus03064,"Spanish American War Memorial, University of Idaho. [99-2]",1924 photograph of Spanish American War Memorial. Administration building in the background.,1924,,campuses; buildings; statues; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-02,19852,2,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,144,image,campus03064.jpg,https://objects.lib.uidaho.edu/campus/campus03064.jpg,https://objects.lib.uidaho.edu/campus/small/campus03064_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03064_th.jpg
campus03065,"Spanish American War Memorial, University of Idaho. [99-3]",1924 photograph of Spanish American War Memorial. Trees in background.,1924,y,campuses; statues; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-03,19853,3,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,145,image,campus03065.jpg,https://objects.lib.uidaho.edu/campus/campus03065.jpg,https://objects.lib.uidaho.edu/campus/small/campus03065_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03065_th.jpg
campus03066,"Spanish American War Memorial, University of Idaho. Winter scene. [99-4]","1924 photograph of Spanish American War Memorial. Administration Building in background, snow covering scene.",1924,y,campuses; snow (precipitation); statues; trees; buildings; winter,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-04,19854,4,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,146,image,campus03066.jpg,https://objects.lib.uidaho.edu/campus/campus03066.jpg,https://objects.lib.uidaho.edu/campus/small/campus03066_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03066_th.jpg
campus03067,"Spanish American War Memorial, University of Idaho. [99-5]",1925 photograph of Spanish American War Memorial. Statue is surrounded by trees.,1925,y,campuses; statues; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-05,19855,5,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white cropped print,Image;StillImage,image/jpeg,147,image,campus03067.jpg,https://objects.lib.uidaho.edu/campus/campus03067.jpg,https://objects.lib.uidaho.edu/campus/small/campus03067_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03067_th.jpg
campus03068,"Spanish American War Memorial, University of Idaho. [99-6]",1960 photograph of Spanish American War Memorial. Administration Building in background.,1960,,campuses; buildings; statues; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-06,19856,6,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,149,image,campus03068.jpg,https://objects.lib.uidaho.edu/campus/campus03068.jpg,https://objects.lib.uidaho.edu/campus/small/campus03068_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03068_th.jpg
campus03069,"Spanish American War Memorial, University of Idaho. [99-7]",1960 photograph of Spanish American War Memorial. American flag in center of image.,1960,y,campuses; statues; flagpoles; flags; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-07,19857,7,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,150,image,campus03069.jpg,https://objects.lib.uidaho.edu/campus/campus03069.jpg,https://objects.lib.uidaho.edu/campus/small/campus03069_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03069_th.jpg
campus03070,"Spanish American War Memorial, University of Idaho. Winter scene. [99-8]",1950 photograph of Spanish American War Memorial. Water tower in background. Also print.,1950,y,campuses; snow (precipitation); statues; winter; water towers; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-08,19858,8,99,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white print,Image;StillImage,image/jpeg,151,image,campus03070.jpg,https://objects.lib.uidaho.edu/campus/campus03070.jpg,https://objects.lib.uidaho.edu/campus/small/campus03070_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03070_th.jpg
campus03071,"Spanish American War Memorial, University of Idaho. [99-9]",1900 photograph of Spanish American War Memorial. Bush in foreground.,1900,y,campuses; statues; trees,Spanish American War Memorial,campuslandmarks,46.726108,-117.009772,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_099-09,19859,9,99,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://creativecommons.org/publicdomain/mark/1.0/,4x5 black and white print,Image;StillImage,image/jpeg,154,image,campus03071.jpg,https://objects.lib.uidaho.edu/campus/campus03071.jpg,https://objects.lib.uidaho.edu/campus/small/campus03071_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03071_th.jpg
campus03072,"SATC Mess Hall, University of Idaho. Campus Map.",No image of this structure have been located. This image is cropped from the University Campus Bulletin Maps of the year listed.,1918,y,cafeteria (buildings); dormitories (buildings),SATC Mess Hall,,46.726054,-117.011642,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",SATCMessHall.jpg,,,radioisotopeslab1949.jpg,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",https://creativecommons.org/publicdomain/mark/1.0/,Campus Bulletin Map,Image;StillImage,image/jpeg,3116,image,campus03072.jpg,https://objects.lib.uidaho.edu/campus/campus03072.jpg,https://objects.lib.uidaho.edu/campus/small/campus03072_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03072_th.jpg
campus03073,"Former President's House, aka the Payne house, Moscow Idaho","W.L. Payne residence built about 1904 at 514 East First Street between Polk and Van Buren streets on the north side of the street. This was the Paynes' second home and later occupied by several University of Idaho presidents. Payne was an early Moscow banker. Picture by Clifford M. Ott February 10, 1976.",1976-02-10,,,,,46.733731,-116.995464,Clifford Ott,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives","PG 90, 90-07-017",90-07-017,,,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Black and white print,Image;StillImage,image/jpeg,3097,image,campus03073.jpg,https://objects.lib.uidaho.edu/campus/campus03073.jpg,https://objects.lib.uidaho.edu/campus/small/campus03073_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03073_th.jpg
campus03074,"Elmwood Apartments, University of Idaho.","This image taken by Jordan Wrigley, 125th Celebration History Intern.",2013-11-12,,student housing,Elmwood Apartments,,46.729387,-117.00862,Jordan Wrigley,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",elmwoodapartments2013.jpg,,,,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Digital photograph,Image;StillImage,image/jpeg,3098,image,campus03074.jpg,https://objects.lib.uidaho.edu/campus/campus03074.jpg,https://objects.lib.uidaho.edu/campus/small/campus03074_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus03074_th.jpg
